CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.11.02;Atribuído a Sócios Não Controladores;-89430.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99.01.01;ON;0.0850000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99.01.01;ON;0.1170000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99.02.01;ON;0.0850000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99.02.01;ON;0.1170000000;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.01;Receita de Venda de Bens e/ou Serviços;1663790.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.01;Receita de Venda de Bens e/ou Serviços;2622623.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-1168512.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-1664326.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.02.01;Custo dos Bens e/ou Serviços Vendidos;-1200152.0000000000;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.02.01;Custo dos Bens e/ou Serviços Vendidos;-1678668.0000000000;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.02.02;Variação no valor justo de ativo biológico;31640.0000000000;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.02.02;Variação no valor justo de ativo biológico;14342.0000000000;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.03;Resultado Bruto;495278.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.03;Resultado Bruto;958297.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04;Despesas/Receitas Operacionais;-123885.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04;Despesas/Receitas Operacionais;-163138.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.01;Despesas com Vendas;-78125.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.01;Despesas com Vendas;-105362.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.02;Despesas Gerais e Administrativas;-47692.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.02;Despesas Gerais e Administrativas;-59415.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.04;Outras Receitas Operacionais;9424.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.04;Outras Receitas Operacionais;10852.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.05;Outras Despesas Operacionais;-7492.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.05;Outras Despesas Operacionais;-9213.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.06;Resultado de Equivalência Patrimonial;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.06;Resultado de Equivalência Patrimonial;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;371393.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;795159.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06;Resultado Financeiro;-109499.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06;Resultado Financeiro;-141882.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.01;Receitas Financeiras;-205310.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.01;Receitas Financeiras;-266450.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.02;Despesas Financeiras;95811.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.02;Despesas Financeiras;124568.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;261894.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;653277.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;3069.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-139662.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.08.01;Corrente;-43246.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.08.01;Corrente;-74440.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.08.02;Diferido;46315.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.08.02;Diferido;-65222.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.09;Resultado Líquido das Operações Continuadas;264963.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.09;Resultado Líquido das Operações Continuadas;513615.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.11;Lucro/Prejuízo Consolidado do Período;264963.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.11;Lucro/Prejuízo Consolidado do Período;513615.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;264963.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;513615.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99;Lucro por Ação - (Reais / Ação);0.5781721535;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99;Lucro por Ação - (Reais / Ação);1.1207522961;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99.01;Lucro Básico por Ação;0.5781721535;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99.01;Lucro Básico por Ação;1.1207522961;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99.01.01;ON;0.5781721535;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99.01.01;ON;1.1207522961;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.99.02.01;ON;0.5781721535;N
08.322.396/0001-03;2022-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.99.02.01;ON;1.1207522961;N
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.01;Receita de Venda de Bens e/ou Serviços;1375005.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.01;Receita de Venda de Bens e/ou Serviços;1797711.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.01.01;Receita operacional líquida;1375005.0000000000;N
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.01.01;Receita operacional líquida;1797711.0000000000;N
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-971786.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-1258042.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.03;Resultado Bruto;403219.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.03;Resultado Bruto;539669.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04;Despesas/Receitas Operacionais;-97315.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04;Despesas/Receitas Operacionais;-160605.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.01;Despesas com Vendas;-86336.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.01;Despesas com Vendas;-128777.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.02;Despesas Gerais e Administrativas;-40723.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.02;Despesas Gerais e Administrativas;-57840.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.04;Outras Receitas Operacionais;29763.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.04;Outras Receitas Operacionais;25809.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.04.01;Outras receitas (despesas) operacionais, líquidas;29763.0000000000;N
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.04.01;Outras receitas (despesas) operacionais, líquidas;25809.0000000000;N
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.05;Outras Despesas Operacionais;0.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.05;Outras Despesas Operacionais;0.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.06;Resultado de Equivalência Patrimonial;-19.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.06;Resultado de Equivalência Patrimonial;203.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;305904.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;379064.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06;Resultado Financeiro;-103764.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06;Resultado Financeiro;-238864.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.01;Receitas Financeiras;228351.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.01;Receitas Financeiras;238875.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.02;Despesas Financeiras;-332115.0000000000;S
08.493.364/0001-62;2022-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;021709;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.02;Despesas Financeiras;-477739.0000000000;S
